tm,MVm,PVm
3.880000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.890000000000000000e+02,1.000000000000000000e+00,3.697499999999999676e-01
3.900000000000000000e+02,1.000000000000000000e+00,3.682499999999999107e-01
3.910000000000000000e+02,1.000000000000000000e+00,3.689999999999999392e-01
3.920000000000000000e+02,1.000000000000000000e+00,3.657500000000000751e-01
3.930000000000000000e+02,1.000000000000000000e+00,3.697499999999999676e-01
3.940000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.950000000000000000e+02,1.000000000000000000e+00,3.769999999999999463e-01
3.960000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
3.970000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
3.980000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
3.990000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.000000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.010000000000000000e+02,1.000000000000000000e+00,3.795000000000000040e-01
4.020000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.030000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.040000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.050000000000000000e+02,1.000000000000000000e+00,3.827500000000000346e-01
4.060000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.070000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.080000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.090000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.100000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.110000000000000000e+02,1.000000000000000000e+00,3.795000000000000040e-01
4.120000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.130000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.140000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.150000000000000000e+02,1.000000000000000000e+00,3.859999999999999543e-01
4.160000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.170000000000000000e+02,1.000000000000000000e+00,3.882500000000000395e-01
4.180000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.190000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.200000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.210000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.220000000000000000e+02,1.000000000000000000e+00,3.922499999999999321e-01
4.230000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.240000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.250000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.260000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.270000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.280000000000000000e+02,1.000000000000000000e+00,3.955000000000000182e-01
4.290000000000000000e+02,1.000000000000000000e+00,3.994999999999999107e-01
4.300000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.310000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.320000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.330000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.340000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.350000000000000000e+02,1.000000000000000000e+00,3.907500000000000417e-01
4.360000000000000000e+02,1.000000000000000000e+00,3.892499999999999849e-01
4.370000000000000000e+02,1.000000000000000000e+00,3.900000000000000133e-01
4.380000000000000000e+02,1.000000000000000000e+00,3.892499999999999849e-01
4.390000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.400000000000000000e+02,1.000000000000000000e+00,3.932499999999999329e-01
4.410000000000000000e+02,1.000000000000000000e+00,3.900000000000000133e-01
4.420000000000000000e+02,1.000000000000000000e+00,3.892499999999999849e-01
4.430000000000000000e+02,1.000000000000000000e+00,3.900000000000000133e-01
4.440000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.450000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.460000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.470000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.480000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.490000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.500000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.510000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.520000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.530000000000000000e+02,1.000000000000000000e+00,3.859999999999999543e-01
4.540000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.550000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.560000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.570000000000000000e+02,1.000000000000000000e+00,3.842499999999999249e-01
4.580000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.590000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.600000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.610000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.620000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
4.630000000000000000e+02,1.000000000000000000e+00,3.810000000000000608e-01
4.640000000000000000e+02,1.000000000000000000e+00,3.810000000000000608e-01
4.650000000000000000e+02,1.000000000000000000e+00,3.795000000000000040e-01
4.660000000000000000e+02,1.000000000000000000e+00,3.795000000000000040e-01
4.670000000000000000e+02,1.000000000000000000e+00,3.820000000000000062e-01
4.680000000000000000e+02,1.000000000000000000e+00,3.810000000000000608e-01
4.690000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.700000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.710000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.720000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.730000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.740000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.750000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.760000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.770000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
4.780000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.790000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
4.800000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
4.810000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.820000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
4.830000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
4.840000000000000000e+02,1.000000000000000000e+00,3.900000000000000133e-01
4.850000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
4.860000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
4.870000000000000000e+02,1.000000000000000000e+00,3.900000000000000133e-01
4.880000000000000000e+02,1.000000000000000000e+00,3.922499999999999321e-01
4.890000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.900000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.910000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.920000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.930000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.940000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.950000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
4.960000000000000000e+02,1.000000000000000000e+00,3.980000000000000204e-01
4.970000000000000000e+02,1.000000000000000000e+00,3.980000000000000204e-01
4.980000000000000000e+02,1.000000000000000000e+00,3.964999999999999636e-01
4.990000000000000000e+02,1.000000000000000000e+00,4.012499999999999400e-01
5.000000000000000000e+02,1.000000000000000000e+00,4.005000000000000782e-01
5.010000000000000000e+02,1.000000000000000000e+00,4.012499999999999400e-01
5.020000000000000000e+02,1.000000000000000000e+00,4.012499999999999400e-01
5.030000000000000000e+02,1.000000000000000000e+00,3.980000000000000204e-01
5.040000000000000000e+02,1.000000000000000000e+00,3.955000000000000182e-01
5.050000000000000000e+02,1.000000000000000000e+00,3.907500000000000417e-01
5.060000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.070000000000000000e+02,1.000000000000000000e+00,3.932499999999999329e-01
5.080000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.090000000000000000e+02,1.000000000000000000e+00,3.939999999999999614e-01
5.100000000000000000e+02,1.000000000000000000e+00,3.939999999999999614e-01
5.110000000000000000e+02,1.000000000000000000e+00,3.922499999999999321e-01
5.120000000000000000e+02,1.000000000000000000e+00,3.892499999999999849e-01
5.130000000000000000e+02,1.000000000000000000e+00,3.892499999999999849e-01
5.140000000000000000e+02,1.000000000000000000e+00,3.892499999999999849e-01
5.150000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.160000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.170000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.180000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.190000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.200000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.210000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.220000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.230000000000000000e+02,1.000000000000000000e+00,3.827500000000000346e-01
5.240000000000000000e+02,1.000000000000000000e+00,3.820000000000000062e-01
5.250000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
5.260000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
5.270000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
5.280000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
5.290000000000000000e+02,1.000000000000000000e+00,3.787499999999999756e-01
5.300000000000000000e+02,1.000000000000000000e+00,3.820000000000000062e-01
5.310000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.320000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.330000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.340000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.350000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.360000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
5.370000000000000000e+02,1.000000000000000000e+00,3.922499999999999321e-01
5.380000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.390000000000000000e+02,1.000000000000000000e+00,3.932499999999999329e-01
5.400000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.410000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.420000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.430000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.440000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.450000000000000000e+02,1.000000000000000000e+00,3.955000000000000182e-01
5.460000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.470000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.480000000000000000e+02,1.000000000000000000e+00,3.939999999999999614e-01
5.490000000000000000e+02,1.000000000000000000e+00,3.939999999999999614e-01
5.500000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.510000000000000000e+02,1.000000000000000000e+00,3.849999999999999534e-01
5.520000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.530000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.540000000000000000e+02,1.000000000000000000e+00,3.867499999999999827e-01
5.550000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.560000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.570000000000000000e+02,1.000000000000000000e+00,3.875000000000000111e-01
5.580000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.590000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.600000000000000000e+02,1.000000000000000000e+00,3.915000000000000702e-01
5.610000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.620000000000000000e+02,1.000000000000000000e+00,3.900000000000000133e-01
5.630000000000000000e+02,1.000000000000000000e+00,3.972499999999999920e-01
5.640000000000000000e+02,1.000000000000000000e+00,3.987500000000000488e-01
5.650000000000000000e+02,1.000000000000000000e+00,3.964999999999999636e-01
5.660000000000000000e+02,1.000000000000000000e+00,3.994999999999999107e-01
5.670000000000000000e+02,1.000000000000000000e+00,3.972499999999999920e-01
5.680000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.690000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.700000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.710000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.720000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
5.730000000000000000e+02,1.000000000000000000e+00,3.947499999999999898e-01
