 t , MV , MVP , MVI , MVD , MVFF , SP , PV , DV , Man
1.200000000000000000e+01,5.000000000000000000e+01,1.094753838365183469e+02,-5.744338418377478916e+01,-2.031999652743555984e+00,0.000000000000000000e+00,5.750000000000000000e+01,2.950000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,5.000000000000000000e+01,1.086934168091146375e+02,-5.663907264727967572e+01,-2.054344161834965377e+00,0.000000000000000000e+00,5.750000000000000000e+01,2.969999999999999929e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.400000000000000000e+01,5.000000000000000000e+01,1.078332530789705572e+02,-5.570550852721354573e+01,-2.127744551757011493e+00,0.000000000000000000e+00,5.750000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,5.000000000000000000e+01,1.065821058351246506e+02,-5.411533652945337991e+01,-2.466769305671267620e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.023999999999999844e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+01,5.000000000000000000e+01,1.052918602399085302e+02,-5.254904111485724627e+01,-2.742819125051286555e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.057000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+01,5.000000000000000000e+01,1.043144014556539076e+02,-5.159840227296768944e+01,-2.715999182686218205e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.082000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+01,5.000000000000000000e+01,1.031805492659185433e+02,-5.036995461792053419e+01,-2.810594647998011730e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.110999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,5.000000000000000000e+01,1.018903036707024228e+02,-4.889647390302942398e+01,-2.993829767673000575e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.144000000000000128e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+01,5.000000000000000000e+01,1.009128448864478003e+02,-4.801359468950246168e+01,-2.899250196945340807e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.169000000000000128e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.100000000000000000e+01,5.000000000000000000e+01,1.001308778590440909e+02,-4.744339503750192932e+01,-2.687482821542158895e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.189000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.200000000000000000e+01,5.000000000000000000e+01,9.887973061519817009e+01,-4.600432283672573419e+01,-2.875407778472436782e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.221000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.300000000000000000e+01,5.000000000000000000e+01,9.774587842546280569e+01,-4.481890709098512815e+01,-2.926971334477679321e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.250000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.400000000000000000e+01,5.000000000000000000e+01,9.649473118161688490e+01,-4.344448415154752752e+01,-3.050247030069360044e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.282000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.500000000000000000e+01,5.000000000000000000e+01,9.536087899188152051e+01,-4.230626577794884469e+01,-3.054613213932676263e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.310999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.600000000000000000e+01,5.000000000000000000e+01,9.395333834255485783e+01,-4.069573056671706723e+01,-3.257607775837792818e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.346999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.700000000000000000e+01,5.000000000000000000e+01,9.371874823433373081e+01,-4.116925950523711464e+01,-2.549488729096614836e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.353000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.800000000000000000e+01,5.000000000000000000e+01,9.246760099048781001e+01,-3.969293618107155908e+01,-2.774664809416249156e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.385000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.900000000000000000e+01,5.000000000000000000e+01,9.145104385486300203e+01,-3.868325178256734631e+01,-2.767792072295653494e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.410999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,5.000000000000000000e+01,9.019989661101708123e+01,-3.726585884179502273e+01,-2.934037769222060277e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.442999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.100000000000000000e+01,5.000000000000000000e+01,8.957432298909409951e+01,-3.697561884259817333e+01,-2.598704146495925293e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.459000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,5.000000000000000000e+01,8.890965101580097496e+01,-3.652721424892018831e+01,-2.382436766880783985e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.475999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.300000000000000000e+01,5.000000000000000000e+01,8.765850377195505416e+01,-3.500579570983163791e+01,-2.652708062123417587e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.507999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.400000000000000000e+01,5.000000000000000000e+01,8.652465158221968977e+01,-3.376026279193190049e+01,-2.764388790287792386e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.536999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.500000000000000000e+01,5.000000000000000000e+01,8.550809444659485337e+01,-3.274780441050038604e+01,-2.760290036094468213e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.563000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.600000000000000000e+01,5.000000000000000000e+01,8.503891423015264195e+01,-3.268123053548599444e+01,-2.357683694666646623e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.575000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.700000000000000000e+01,5.000000000000000000e+01,8.390506204041727756e+01,-3.135605660600211309e+01,-2.549005434415165361e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.800000000000000000e+01,5.000000000000000000e+01,8.261481644520117129e+01,-2.981196060679119597e+01,-2.802855838409977096e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.636999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.900000000000000000e+01,4.999999999999999289e+01,8.226293128286948786e+01,-2.995980388527149429e+01,-2.303127397597994896e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.646000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+01,4.999999999999999289e+01,8.112907909313412347e+01,-2.861990263436569748e+01,-2.509176458768426876e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.675000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.100000000000000000e+01,5.000000000000000000e+01,8.011252195750932970e+01,-2.753855039028092477e+01,-2.573971567228405810e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.700999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.200000000000000000e+01,5.000000000000000000e+01,7.886137471366339469e+01,-2.606883614051851339e+01,-2.792538573144881298e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.732999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.300000000000000000e+01,4.999999999999999289e+01,7.796211263214912890e+01,-2.526690334802190918e+01,-2.695209284127221050e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.756000000000000227e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.400000000000000000e+01,5.000000000000000000e+01,7.745383406433673201e+01,-2.511511889312618351e+01,-2.338715171210549837e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.768999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.500000000000000000e+01,5.000000000000000000e+01,7.631998187460136762e+01,-2.378482446322626842e+01,-2.535157411375097869e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.797999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.600000000000000000e+01,5.000000000000000000e+01,7.506883463075544682e+01,-2.230463243950035590e+01,-2.764202191255091812e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.829999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.700000000000000000e+01,5.000000000000000000e+01,7.416957254924116683e+01,-2.149505031912688224e+01,-2.674522230114282806e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.853000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.800000000000000000e+01,5.000000000000000000e+01,7.381768738690952603e+01,-2.160825029518101559e+01,-2.209437091728511326e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.861999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.900000000000000000e+01,5.000000000000000000e+01,7.252744179169339134e+01,-1.997248876153761188e+01,-2.554953030155779459e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.895000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+01,5.000000000000000000e+01,7.217555662936173633e+01,-2.005341136294267557e+01,-2.122145266419060761e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.903999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.100000000000000000e+01,4.999999999999999289e+01,7.115899949373692834e+01,-1.886758111950132033e+01,-2.291418374235609345e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.929999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.200000000000000000e+01,5.000000000000000000e+01,7.002514730400153553e+01,-1.752451905014077482e+01,-2.500628253860758932e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.300000000000000000e+01,5.000000000000000000e+01,6.939957368207859645e+01,-1.711728135163149389e+01,-2.282292330447103001e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.975000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.400000000000000000e+01,5.000000000000000000e+01,6.877400006015564315e+01,-1.665110447479019129e+01,-2.122895585365452753e+00,0.000000000000000000e+00,5.750000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.500000000000000000e+01,5.000000000000000000e+01,6.752285281630972236e+01,-1.505962351197097959e+01,-2.463229304338741876e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.600000000000000000e+01,5.000000000000000711e+01,6.638900062657432954e+01,-1.376294132774528478e+01,-2.626059298829043875e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.052000000000000313e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.700000000000000000e+01,5.000000000000000000e+01,6.599801711287250328e+01,-1.379541665862526401e+01,-2.202600454247239714e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.061999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.800000000000000000e+01,5.000000000000000000e+01,6.498145997724766687e+01,-1.263130507049719498e+01,-2.350154906750472783e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.900000000000000000e+01,5.000000000000000000e+01,6.396490284162285889e+01,-1.150702539850004591e+01,-2.457877443122812533e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.114000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+01,4.999999999999999289e+01,6.345662427381044068e+01,-1.129117386988540161e+01,-2.165450403925039957e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.127000000000000313e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.100000000000000000e+01,5.000000000000000000e+01,6.247916548955581106e+01,-1.018467593946046534e+01,-2.294489550095346608e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.200000000000000000e+01,5.000000000000000000e+01,6.118891989433971190e+01,-8.571874081590493688e+00,-2.617045812749217326e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.300000000000000000e+01,5.000000000000000000e+01,6.107162484022914839e+01,-9.075411723730487878e+00,-1.996213116498660289e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.400000000000000000e+01,5.000000000000000000e+01,5.993777265049378400e+01,-7.652659811955287772e+00,-2.285112838538496227e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.500000000000000000e+01,5.000000000000000000e+01,5.970318254227269250e+01,-7.863666433303328596e+00,-1.839516108969364128e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.222999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.600000000000000000e+01,5.000000000000000000e+01,5.892121551486898312e+01,-7.007394496819463470e+00,-1.913821018049519207e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.242999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.700000000000000000e+01,5.000000000000000000e+01,5.868662540664786320e+01,-7.118171918689574440e+00,-1.568453487958288761e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.800000000000000000e+01,5.000000000000000000e+01,5.817834683883547342e+01,-6.662222854650714510e+00,-1.516123984184759355e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.261999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.900000000000000000e+01,5.000000000000000000e+01,5.743547816280193530e+01,-5.786294319976674316e+00,-1.649183842825261204e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+01,5.000000000000000000e+01,5.743547816280193530e+01,-6.231486934617479712e+00,-1.203991228184455364e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.100000000000000000e+01,5.000000000000000000e+01,5.618433091895601450e+01,-4.391950283429764568e+00,-1.792380635526249932e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.200000000000000000e+01,5.000000000000000000e+01,5.618433091895601450e+01,-4.875798475996630188e+00,-1.308532442959384312e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.300000000000000000e+01,5.000000000000000000e+01,5.505047872922064300e+01,-3.267409069394632493e+00,-1.783069659826010511e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.342000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.400000000000000000e+01,5.000000000000000000e+01,5.489408532373990823e+01,-3.478174945903109272e+00,-1.415910377836798961e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.346000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.500000000000000000e+01,5.000000000000000000e+01,5.426851170181696205e+01,-2.778120658463718584e+00,-1.490391043353243683e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.361999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.600000000000000000e+01,5.000000000000000000e+01,5.364293807989398033e+01,-2.098172220572645408e+00,-1.544765859321334922e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.378000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.700000000000000000e+01,5.000000000000000000e+01,5.262638094426917945e+01,-7.564800039474912641e-01,-1.869900940321688187e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.403999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.800000000000000000e+01,5.000000000000000000e+01,5.211810237645676125e+01,-3.819058454888879517e-01,-1.736196530967873297e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.417000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.900000000000000000e+01,5.000000000000000000e+01,5.114064359220213163e+01,8.404679800813179558e-01,-1.981111572283449584e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.000000000000000000e+01,5.000000000000000000e+01,5.000679140246676724e+01,2.267296511927429314e+00,-2.274087914394196552e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.471000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.100000000000000000e+01,5.000000000000000000e+01,4.985039799698603247e+01,1.923981616376242432e+00,-1.774379613362274899e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.200000000000000000e+01,5.000000000000000000e+01,4.859925075314010456e+01,3.609543501401423882e+00,-2.208794254541528446e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.300000000000000000e+01,5.000000000000000000e+01,4.859925075314010456e+01,3.013285604708506593e+00,-1.612536357848611157e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.400000000000000000e+01,5.000000000000000000e+01,4.785638207710659486e+01,3.863187885910595032e+00,-1.719569963017189895e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.525999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.500000000000000000e+01,5.000000000000000000e+01,4.734810350929418377e+01,4.278343475686783748e+00,-1.626446984980967958e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.600000000000000000e+01,5.000000000000000000e+01,4.672252988737123047e+01,4.921563988638344433e+00,-1.644093876009574906e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.554999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.700000000000000000e+01,5.000000000000000000e+01,4.609695626544825586e+01,5.560020772190410021e+00,-1.656977037638665662e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.800000000000000000e+01,5.000000000000000000e+01,4.594056285996752109e+01,5.383293250109618455e+00,-1.323856110077139991e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.575000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.900000000000000000e+01,5.000000000000000000e+01,4.582326780585695758e+01,5.228848589606450936e+00,-1.052116395463408516e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.000000000000000000e+01,5.000000000000000000e+01,4.519769418393401139e+01,6.027108055872931303e+00,-1.224802239806942472e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.593999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.100000000000000000e+01,5.000000000000000000e+01,4.496310407571289147e+01,6.102329346491376150e+00,-1.065433422204267400e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.200000000000000000e+01,5.000000000000000000e+01,4.480671067023215670e+01,6.085287386438746893e+00,-8.919980566709033720e-01,0.000000000000000000e+00,5.750000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.300000000000000000e+01,5.000000000000000000e+01,4.457212056201103678e+01,6.250348245337166375e+00,-8.224688073482028239e-01,0.000000000000000000e+00,5.750000000000000000e+01,4.610000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.400000000000000000e+01,5.000000000000000000e+01,4.355556342638622880e+01,7.787022552354621041e+00,-1.342585978740849395e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.500000000000000000e+01,5.000000000000000000e+01,4.355556342638622880e+01,7.424595182685649775e+00,-9.801586090718790167e-01,0.000000000000000000e+00,5.750000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.600000000000000000e+01,5.000000000000000000e+01,4.230441618254030089e+01,9.324554829998485062e+00,-1.628971012538785290e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.700000000000000000e+01,5.000000000000000000e+01,4.230441618254030089e+01,8.884818612959239914e+00,-1.189234795499541697e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.800000000000000000e+01,5.000000000000000000e+01,4.191343266883844620e+01,9.240210080677952575e+00,-1.153642749516399002e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.678000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.900000000000000000e+01,5.000000000000000000e+01,4.105326893869438010e+01,1.041691605451933178e+01,-1.470184993213712321e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,5.000000000000000000e+01,4.066228542499252541e+01,1.069646579382894735e+01,-1.358751218821473428e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.710000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.010000000000000000e+02,5.000000000000000000e+01,3.980212169484845219e+01,1.181780330397106127e+01,-1.619924998819512574e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.020000000000000000e+02,5.000000000000000000e+01,3.980212169484845219e+01,1.138050903330261043e+01,-1.182630728151063293e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.030000000000000000e+02,5.000000000000000000e+01,3.890285961333420772e+01,1.261703199351250504e+01,-1.519891606846712095e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.754999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.040000000000000000e+02,5.000000000000000000e+01,3.851187609963235303e+01,1.288316357002329937e+01,-1.395039669655651737e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.050000000000000000e+02,5.000000000000000000e+01,3.851187609963235303e+01,1.250657647164517705e+01,-1.018452571277529861e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.060000000000000000e+02,5.000000000000000000e+01,3.851187609963235303e+01,1.223164801835767079e+01,-7.435241179900233810e-01,0.000000000000000000e+00,5.750000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.070000000000000000e+02,5.000000000000000000e+01,3.800359753181993483e+01,1.291028448302076548e+01,-9.138820148407009736e-01,0.000000000000000000e+00,5.750000000000000000e+01,4.778000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.080000000000000000e+02,5.000000000000000000e+01,3.726072885578642513e+01,1.394878657075564377e+01,-1.209515426542068894e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.090000000000000000e+02,5.000000000000000000e+01,3.663515523386345052e+01,1.470455660414742738e+01,-1.339711838010877898e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.813000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+02,5.000000000000000000e+01,3.600958161194050433e+01,1.542518047655122082e+01,-1.434762088491724707e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.110000000000000000e+02,5.000000000000000000e+01,3.600958161194050433e+01,1.503787042113078698e+01,-1.047452033071291977e+00,0.000000000000000000e+00,5.750000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.120000000000000000e+02,5.000000000000000000e+01,3.600958161194050433e+01,1.475511364338127152e+01,-7.646952553217751802e-01,0.000000000000000000e+00,5.750000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.130000000000000000e+02,5.000000000000000000e+01,3.600958161194050433e+01,1.454868627532210468e+01,-5.582678872626093414e-01,0.000000000000000000e+00,5.750000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
